"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"ZNF385D",0,2.9648941862916,0.791,0.103,0,"0","ZNF385D"
"POSTN",7.48507868910511e-206,3.0160571390371,0.536,0.072,2.58579528393825e-201,"0","POSTN"
"SPRY1",5.82112191204273e-197,3.62211847199286,0.387,0.033,2.01096477573428e-192,"0","SPRY1"
"GALNT15",8.51134385609423e-187,3.8570402808627,0.325,0.022,2.94032884852631e-182,"0","GALNT15"
"EBF1",6.14741993133613e-181,3.23200681593364,0.393,0.039,2.12368768947938e-176,"0","EBF1"
"LRRC1",1.92134081462384e-163,2.54798435129894,0.519,0.083,6.63746397819953e-159,"0","LRRC1"
"NR5A2",2.39289820537353e-157,2.4996652877378,0.524,0.089,8.26650614028338e-153,"0","NR5A2"
"NUAK1",2.50027453894666e-156,2.46072253543144,0.573,0.113,8.63744842224513e-152,"0","NUAK1"
"PDE7B",4.81160055138775e-149,3.1844662399173,0.344,0.037,1.66221552648241e-144,"0","PDE7B"
"CCSER1",3.49069793337624e-131,2.0357747009196,0.577,0.127,1.20589650806416e-126,"0","CCSER1"
"LINC02147",6.40176273896484e-130,2.80083750353849,0.363,0.049,2.21155295580279e-125,"0","LINC02147"
"AC007681.1",5.74196517263476e-126,3.07048793417328,0.325,0.04,1.9836192885384e-121,"0","AC007681.1"
"FGF13",2.41063408639772e-125,3.86914584217277,0.216,0.014,8.32777651486957e-121,"0","FGF13"
"BACE2",9.28307399338468e-125,2.25618478646398,0.524,0.114,3.20693074175467e-120,"0","BACE2"
"MCTP1",3.27876618397041e-124,1.54035577823311,0.868,0.326,1.13268256591442e-119,"0","MCTP1"
"LAMA3",4.19504397539614e-122,4.06977809716332,0.203,0.012,1.44921989174035e-117,"0","LAMA3"
"SESN3",2.06384322632501e-113,2.82763606854308,0.316,0.043,7.12975280966238e-109,"0","SESN3"
"CACHD1",8.1387158394799e-112,2.19679098681837,0.485,0.108,2.81160077390673e-107,"0","CACHD1"
"NCOA7",1.40676664844017e-106,2.11361613217207,0.504,0.122,4.85981606370141e-102,"0","NCOA7"
"LIMCH1",4.99739610637007e-104,2.04833604368221,0.502,0.122,1.7264004589066e-99,"0","LIMCH1"
"PDE2A",8.88294868649246e-99,3.17128863051256,0.22,0.022,3.06870345323568e-94,"0","PDE2A"
"PVT1",1.15736711926249e-92,2.18815667511179,0.425,0.099,3.99824045020419e-88,"0","PVT1"
"AC008014.1",2.87644218387266e-92,2.52564086316566,0.297,0.047,9.93695716840648e-88,"0","AC008014.1"
"C7",1.07176434273166e-88,2.3806162512354,0.301,0.05,3.7025170984008e-84,"0","C7"
"MYO5A",5.66203278647309e-88,2.48531734231589,0.308,0.053,1.95600584641499e-83,"0","MYO5A"
"MMRN1",5.34700249746859e-87,2.66402093525377,0.276,0.043,1.8471754827755e-82,"0","MMRN1"
"ST6GAL1",3.64491097981007e-85,1.51597834705453,0.669,0.244,1.25917094708519e-80,"0","ST6GAL1"
"MYRIP",1.19688645541158e-83,1.79253662627849,0.466,0.122,4.13476394886483e-79,"0","MYRIP"
"AC073050.1",1.76449470049128e-83,4.48663429234527,0.118,0.005,6.09562339231717e-79,"0","AC073050.1"
"TPD52L1",4.59695645609569e-83,3.12078442372812,0.179,0.017,1.58806457732282e-78,"0","TPD52L1"
"THSD7A",1.23048845235978e-82,1.5495697593074,0.607,0.198,4.2508454075221e-78,"0","THSD7A"
"ADAM23",2.15758603788435e-82,2.83719437055528,0.214,0.026,7.45359672647527e-78,"0","ADAM23"
"CARMIL1",3.75919719967993e-82,2.26626182617932,0.344,0.071,1.29865226460143e-77,"0","CARMIL1"
"ZNF521",1.07322552578851e-80,1.80636345223489,0.472,0.13,3.70756490138899e-76,"0","ZNF521"
"PCAT1",9.13977055418237e-80,1.94853481738809,0.449,0.123,3.15742513564784e-75,"0","PCAT1"
"MYO5C",1.06738050277446e-79,3.13832548924048,0.19,0.021,3.68737268488466e-75,"0","MYO5C"
"AL138828.1",1.11353318255432e-79,3.1174549832081,0.19,0.021,3.84681173245214e-75,"0","AL138828.1"
"LDLRAD3",3.42381446826131e-77,2.14921048251704,0.331,0.069,1.18279094620555e-72,"0","LDLRAD3"
"AFF3",2.79715868927971e-76,-5.1289496234858,0.021,0.486,9.66306440798569e-72,"0","AFF3"
"ADAMTS9",8.56417738947198e-76,1.29111975732267,0.731,0.303,2.95858072096699e-71,"0","ADAMTS9"
"GLIS3",3.77896198035798e-74,2.3475004242466,0.297,0.059,1.30548020573447e-69,"0","GLIS3"
"LINC01515",4.46957823220785e-74,3.26933195636644,0.152,0.013,1.54406049609852e-69,"0","LINC01515"
"TACR1",1.03855961833417e-71,2.11593232638989,0.323,0.07,3.58780805749721e-67,"0","TACR1"
"HSPG2",2.54655590824184e-71,1.48462667408418,0.566,0.194,8.79733204061227e-67,"0","HSPG2"
"STOX2",2.63678857294653e-71,2.09103660335203,0.327,0.072,9.10904980410109e-67,"0","STOX2"
"COL15A1",1.75053593098725e-69,3.08304795375659,0.167,0.018,6.04740142718854e-65,"0","COL15A1"
"TLL1",4.44131032573553e-68,1.60705481443105,0.476,0.149,1.5342950651286e-63,"0","TLL1"
"GPM6A",1.39341950166804e-67,4.50139221013133,0.098,0.004,4.81370701046241e-63,"0","GPM6A"
"TGFBR2",2.05994486317057e-66,1.32261307071449,0.671,0.292,7.11628552430906e-62,"0","TGFBR2"
"SYBU",6.95386649492727e-66,2.76405260903514,0.19,0.026,2.40228271933757e-61,"0","SYBU"
"EPS8",1.24760213759355e-65,1.66694479283266,0.425,0.124,4.30996634453069e-61,"0","EPS8"
"CPXM2",5.91966371500101e-65,2.92254316453498,0.175,0.022,2.04500702698425e-60,"0","CPXM2"
"MMP16",7.07333801865899e-65,3.35248175480277,0.139,0.013,2.44355535192593e-60,"0","MMP16"
"PLA2R1",2.14521980039801e-63,3.58593766984551,0.118,0.009,7.41087632245498e-59,"0","PLA2R1"
"PKP4",5.10912731188547e-63,1.18400512420321,0.709,0.323,1.76499912116395e-58,"0","PKP4"
"PPARG",2.53330802398087e-61,2.09287635780563,0.256,0.051,8.75156589964433e-57,"0","PPARG"
"INPP4B",2.5589347297989e-61,2.45267800876564,0.222,0.039,8.8400959175633e-57,"0","INPP4B"
"TSHZ2",1.1888465644658e-60,1.55679256654822,0.459,0.148,4.10698934160356e-56,"0","TSHZ2"
"LINC02208",1.9474329752659e-59,2.70564273600697,0.169,0.023,6.72760195635359e-55,"0","LINC02208"
"INSR",3.41788847053593e-59,1.45573199370363,0.489,0.17,1.18074375103134e-54,"0","INSR"
"ATP8B1",2.36731231780146e-58,1.186372785805,0.665,0.287,8.17811713307692e-54,"0","ATP8B1"
"MTUS1",2.50598754532197e-58,1.54572074377143,0.438,0.141,8.65718457406928e-54,"0","MTUS1"
"ADGRL4",5.17774912071963e-58,1.34902259923159,0.577,0.236,1.7887052112438e-53,"0","ADGRL4"
"BNC2",4.53975246169919e-57,1.75052078526919,0.346,0.095,1.5683028854186e-52,"0","BNC2"
"MET",9.30378690528243e-57,1.7807053898586,0.318,0.081,3.21408622429887e-52,"0","MET"
"PRKCE",3.11861119251219e-56,-1.84395270635065,0.271,0.601,1.07735542256526e-51,"0","PRKCE"
"EGLN1",4.55601224072979e-56,2.11595593235691,0.269,0.062,1.57391998868251e-51,"0","EGLN1"
"SNTG2",1.21170120496787e-55,1.37611621922488,0.468,0.158,4.18594298268202e-51,"0","SNTG2"
"GAB1",1.42639327251534e-55,1.75304157415749,0.357,0.103,4.92761819923151e-51,"0","GAB1"
"FILIP1",2.428222071542e-55,2.71753807632163,0.162,0.023,8.38853596834899e-51,"0","FILIP1"
"RUNDC3B",3.98464915389113e-55,2.1543979568479,0.209,0.038,1.37653689670323e-50,"0","RUNDC3B"
"FBXO31",6.37854429509958e-55,2.39642311028956,0.207,0.038,2.2035319121851e-50,"0","FBXO31"
"ACER2",5.01439551653854e-54,2.19843288040389,0.216,0.041,1.7322730751434e-49,"0","ACER2"
"EPAS1",7.5339580557613e-54,-0.950623651577606,0.577,0.802,2.6026811499433e-49,"0","EPAS1"
"MYOF",1.43538181178729e-53,1.57145686207745,0.397,0.128,4.95867000700036e-49,"0","MYOF"
"STXBP6",2.18927682710135e-53,-2.999182559693,0.073,0.444,7.56307572690432e-49,"0","STXBP6"
"FRMD3",4.16898676988143e-53,2.44410779152128,0.199,0.036,1.44021816952324e-48,"0","FRMD3"
"FAM241A",1.43152670241713e-52,1.71427850565888,0.329,0.093,4.94535214617023e-48,"0","FAM241A"
"RAB3C",1.84245614096666e-52,3.8326128348207,0.098,0.008,6.36494898458342e-48,"0","RAB3C"
"ABCB1",7.43783562611644e-52,1.78767778068322,0.301,0.08,2.56947469539818e-47,"0","ABCB1"
"SMAD1",1.60914659674229e-51,1.75065742386646,0.297,0.078,5.5589578331059e-47,"0","SMAD1"
"ANKRD28",2.73811308885187e-51,1.66407784616172,0.357,0.109,9.45908547674768e-47,"0","ANKRD28"
"FLRT2",9.9953775668408e-51,3.0165392019635,0.135,0.017,3.45300313424082e-46,"0","FLRT2"
"MRTFB",1.294105045366e-50,0.978602999027439,0.752,0.398,4.47061528972137e-46,"0","MRTFB"
"HDAC9",3.01183141387056e-50,1.51071967312882,0.355,0.106,1.04046728023572e-45,"0","HDAC9"
"PDE4D",7.48734852169444e-50,1.09417108409248,0.618,0.265,2.58657942030456e-45,"0","PDE4D"
"AC107223.1",4.35882817557097e-49,4.42230484256756,0.075,0.004,1.50580078153275e-44,"0","AC107223.1"
"RGS7BP",4.95668678286139e-49,4.53579814759925,0.068,0.003,1.7123370160073e-44,"0","RGS7BP"
"AL109930.1",4.50555449267875e-46,2.20811114926925,0.199,0.041,1.5564888550408e-41,"0","AL109930.1"
"HIPK3",6.22154596824203e-46,1.12868932437966,0.577,0.255,2.14929527018889e-41,"0","HIPK3"
"PRXL2A",1.01801460707833e-45,3.38798260638787,0.098,0.009,3.5168332616128e-41,"0","PRXL2A"
"MYO1D",1.86404712686677e-45,1.89138894135848,0.261,0.069,6.43953720447395e-41,"0","MYO1D"
"PGM5",2.57667767478958e-45,2.67061352850128,0.143,0.022,8.90139069532809e-41,"0","PGM5"
"OSBPL10",8.73251860347116e-45,1.46334503602932,0.361,0.12,3.01673587675515e-40,"0","OSBPL10"
"PRICKLE2",2.03587065308044e-43,-2.61533369947328,0.115,0.431,7.03311875813169e-39,"0","PRICKLE2"
"SPARCL1",1.63528885548026e-42,0.917175354439591,0.699,0.34,5.64926888014209e-38,"0","SPARCL1"
"KLHL3",2.86170303666898e-42,1.76609129104487,0.226,0.056,9.88603931047665e-38,"0","KLHL3"
"MIR99AHG",3.53231201222811e-42,1.84201933802508,0.263,0.074,1.22027250774432e-37,"0","MIR99AHG"
"FENDRR",1.78420763095364e-41,-4.46343778999035,0.017,0.319,6.16372368189244e-37,"0","FENDRR"
"AL133268.4",8.34347094936915e-41,1.60619241705061,0.291,0.089,2.88233547416907e-36,"0","AL133268.4"
"PDK4",1.23383288392043e-40,1.1358870617245,0.479,0.198,4.26239908079153e-36,"0","PDK4"
"TESC",2.63896018860257e-40,3.45922770978722,0.077,0.006,9.11655186754643e-36,"0","TESC"
"SLC25A27",3.55628446893759e-40,2.47529176054378,0.132,0.021,1.22855403263918e-35,"0","SLC25A27"
"AC027097.2",4.78790291288658e-40,1.34237564122908,0.385,0.143,1.6540289402858e-35,"0","AC027097.2"
"DAPK1",7.25886655017831e-40,1.66366681396242,0.286,0.089,2.5076480384246e-35,"0","DAPK1"
"ARHGEF28",1.6482920986857e-39,1.7657773713788,0.229,0.059,5.69418988411963e-35,"0","ARHGEF28"
"GASK1B",3.77590037808562e-39,2.77563966274739,0.115,0.016,1.30442254461346e-34,"0","GASK1B"
"HECW2",3.20800665232631e-38,-2.21110164848343,0.124,0.422,1.10823797811265e-33,"0","HECW2"
"ENPP2",4.01643634755723e-38,1.36086439454555,0.329,0.111,1.38751810062712e-33,"0","ENPP2"
"ESR2",1.05730879291987e-37,1.47257152405636,0.346,0.126,3.65257895602099e-33,"0","ESR2"
"KHDRBS2",1.12416117149745e-37,-5.22482114714842,0.015,0.291,3.88352718305508e-33,"0","KHDRBS2"
"LAMC1",1.79641112137107e-37,1.91425165109813,0.22,0.059,6.2058818598885e-33,"0","LAMC1"
"NRG3",2.53522535844213e-37,-4.39859704856179,0.026,0.302,8.75818952327419e-33,"0","NRG3"
"ZNF385D-AS1",3.37010954205122e-37,3.14172593379187,0.081,0.008,1.16423804239701e-32,"0","ZNF385D-AS1"
"SH3BGRL2",5.06938397981471e-37,1.76078422519575,0.214,0.056,1.75126938966679e-32,"0","SH3BGRL2"
"SLC1A1",2.12324243031781e-36,2.09204418854655,0.169,0.037,7.33495329977592e-32,"0","SLC1A1"
"SMAD6",2.73362447382995e-36,-2.42523048494928,0.096,0.384,9.44357910729296e-32,"0","SMAD6"
"PLCB1",4.53843928536444e-36,0.833740085139704,0.707,0.371,1.567849235522e-31,"0","PLCB1"
"PLVAP",5.37313595455756e-36,1.94410792414999,0.188,0.046,1.85620354686146e-31,"0","PLVAP"
"PDE10A",9.67642946208043e-36,0.969770091838553,0.511,0.225,3.3428193219703e-31,"0","PDE10A"
"PDE3B",1.09733730009731e-35,-3.99785701214933,0.03,0.3,3.79086143691617e-31,"0","PDE3B"
"CNKSR3",1.44461570243051e-35,1.02314322183324,0.496,0.22,4.99056940561644e-31,"0","CNKSR3"
"PREX1",1.02119952331668e-34,-2.85797587834924,0.081,0.351,3.52783587324979e-30,"0","PREX1"
"SORBS1",2.23092212108366e-34,-1.79671845341061,0.214,0.473,7.7069435594956e-30,"0","SORBS1"
"PPP3CA",2.4945448055102e-34,0.860678927607252,0.658,0.344,8.61765448511552e-30,"0","PPP3CA"
"THSD4",2.82627240850477e-34,-2.86595742070207,0.071,0.34,9.76364066242057e-30,"0","THSD4"
"AC130650.1",3.24762154931482e-34,1.80608696486979,0.192,0.049,1.1219233404263e-29,"0","AC130650.1"
"ACACB",4.75659538726263e-34,1.18596534050033,0.333,0.12,1.64321344248375e-29,"0","ACACB"
"ACTN1",1.15574558002108e-33,1.24250067552488,0.374,0.15,3.99263868074083e-29,"0","ACTN1"
"ROBO1",2.47517333078122e-33,1.81390553659931,0.192,0.05,8.55073378851679e-29,"0","ROBO1"
"ELOVL7",2.50082131141549e-33,2.19747559193909,0.111,0.018,8.63933730241596e-29,"0","ELOVL7"
"TGFBR3",3.66192587780392e-33,0.895008041697637,0.583,0.288,1.26504891374614e-28,"0","TGFBR3"
"SYNE1",7.7026203023483e-33,-1.51136382671216,0.252,0.505,2.66094720964925e-28,"0","SYNE1"
"DNAH14",8.7467476614718e-33,2.80026871748301,0.085,0.011,3.02165144713205e-28,"0","DNAH14"
"ADAMTS18",1.8569207626061e-32,4.6174247419007,0.047,0.002,6.41491846649902e-28,"0","ADAMTS18"
"REV3L",2.04989628606088e-32,0.894037429289181,0.573,0.289,7.08157170982593e-28,"0","REV3L"
"NEURL1B",4.38713637793016e-32,1.5064653619018,0.231,0.07,1.51558013311975e-27,"0","NEURL1B"
"IGFBP7",6.90376571455491e-32,0.998604103684146,0.474,0.218,2.38497490375014e-27,"0","IGFBP7"
"ABLIM1",1.31601348141759e-31,0.730013493803409,0.769,0.468,4.54630017290522e-27,"0","ABLIM1"
"HDDC2",3.17927865315827e-31,3.48244219516952,0.066,0.006,1.09831360352006e-26,"0","HDDC2"
"SNAP25",7.14685060073079e-31,2.72541568147423,0.079,0.01,2.46895100852846e-26,"0","SNAP25"
"LINC00472",1.43101109125504e-30,-1.86222570971649,0.165,0.417,4.94357091584967e-26,"0","LINC00472"
"ANGPT2",1.77895469225634e-30,1.55813916476348,0.246,0.081,6.14557687986875e-26,"0","ANGPT2"
"GRB10",2.22418969085911e-30,0.803872186718936,0.628,0.336,7.68368570604189e-26,"0","GRB10"
"PKHD1L1",2.91902971787843e-30,1.54305515341039,0.214,0.064,1.00840800633828e-25,"0","PKHD1L1"
"AC011595.1",3.3985431603301e-30,3.16026461300023,0.077,0.009,1.17406072016764e-25,"0","AC011595.1"
"ELOVL2",4.12010603212396e-30,4.37111614978136,0.041,0.002,1.42333182985754e-25,"0","ELOVL2"
"TXNIP",4.58795154359801e-30,1.06877877521264,0.434,0.201,1.58495374025137e-25,"0","TXNIP"
"VIPR1",7.15448300054307e-30,-5.12945310147035,0.011,0.239,2.47158769736761e-25,"0","VIPR1"
"AP000787.1",9.56850987958204e-30,2.13564314142727,0.132,0.028,3.30553742300041e-25,"0","AP000787.1"
"MBNL1",2.28524548533405e-29,0.658889931797965,0.818,0.536,7.89460905363501e-25,"0","MBNL1"
"RORA",1.260748283814e-28,1.00386720978734,0.391,0.17,4.35538102126385e-24,"0","RORA"
"SVIL",1.29501828078457e-28,0.948904026871977,0.479,0.234,4.47377015279838e-24,"0","SVIL"
"FBN1",2.97506437506057e-28,1.37352738546317,0.265,0.096,1.02776573900843e-23,"0","FBN1"
"EPB41L3",3.08132492521742e-28,2.34723698441306,0.096,0.016,1.06447450866561e-23,"0","EPB41L3"
"MFSD4B",3.7771827671759e-28,1.10015026821743,0.385,0.172,1.30486555874858e-23,"0","MFSD4B"
"STARD13",4.02998668141883e-28,-1.64980572220561,0.214,0.443,1.39219919896295e-23,"0","STARD13"
"ASPH",6.88690495132259e-28,1.80074320228609,0.165,0.044,2.3791501844839e-23,"0","ASPH"
"NOVA1",7.68882729224697e-28,2.91892283807171,0.062,0.006,2.65618227637964e-23,"0","NOVA1"
"CYP1A1",9.20950192552074e-28,3.40067009272971,0.056,0.005,3.1815145351904e-23,"0","CYP1A1"
"UBAP2",1.13938401421218e-27,1.38547564680222,0.246,0.085,3.93611601549739e-23,"0","UBAP2"
"LRP5",1.40052063916122e-27,1.77773195221473,0.165,0.044,4.83823860004635e-23,"0","LRP5"
"NCALD",2.18389828640334e-27,-4.91456773981104,0.013,0.225,7.54449502020897e-23,"0","NCALD"
"BMERB1",2.24104361033694e-27,1.02131598090472,0.361,0.153,7.74190925627e-23,"0","BMERB1"
"PLCB4",3.23374212038714e-27,0.740808714177028,0.658,0.374,1.11712855290894e-22,"0","PLCB4"
"TIMP3",3.80079583055708e-27,-1.03577821726446,0.357,0.584,1.31302292762425e-22,"0","TIMP3"
"DIAPH2",3.87824861341388e-27,0.86954968818761,0.509,0.258,1.33977976598996e-22,"0","DIAPH2"
"PTPRG",4.30711828060588e-27,-0.76256115652351,0.543,0.692,1.48793708121811e-22,"0","PTPRG"
"PREX2",6.49424995093798e-27,0.710476724804705,0.69,0.391,2.24350358805104e-22,"0","PREX2"
"CBLB",1.32052118355949e-26,0.848801737690515,0.515,0.264,4.56187248072461e-22,"0","CBLB"
"ST3GAL6",1.45286799815696e-26,1.88788288291717,0.139,0.034,5.01907778643304e-22,"0","ST3GAL6"
"PLEKHA7",2.35897884981111e-26,1.74797934781668,0.167,0.047,8.14932833455744e-22,"0","PLEKHA7"
"PLXDC2",4.89821731104818e-26,0.72635519923541,0.506,0.244,1.6921381522747e-21,"0","PLXDC2"
"OSBPL3",6.94250532052545e-26,1.90040363015152,0.122,0.027,2.39835788802872e-21,"0","OSBPL3"
"IL1R1",1.1026881758499e-25,1.02332260956154,0.374,0.171,3.80934657229107e-21,"0","IL1R1"
"SOD2",2.68392852451548e-25,1.13134558006967,0.318,0.134,9.27189948079118e-21,"0","SOD2"
"SCNN1G",3.01250225279545e-25,4.33683072494432,0.034,0.001,1.04069902825072e-20,"0","SCNN1G"
"DNM3",3.33832021016428e-25,0.94232966761986,0.423,0.204,1.15325609980335e-20,"0","DNM3"
"CCL14",7.02100244230776e-25,2.2785919484051,0.081,0.013,2.42547550371964e-20,"0","CCL14"
"PHKA1",7.09135076780138e-25,2.33602340210318,0.092,0.017,2.44977803624466e-20,"0","PHKA1"
"RPGR",8.53207980247313e-25,0.689089328791158,0.628,0.349,2.94749228856237e-20,"0","RPGR"
"UGCG",9.28159540003273e-25,0.879169859389012,0.44,0.215,3.20641994689531e-20,"0","UGCG"
"LEF1",2.74373615948639e-24,2.21585857913795,0.107,0.023,9.47851093656169e-20,"0","LEF1"
"STK32B",2.93318866379067e-24,2.8639164149729,0.073,0.011,1.01329935579313e-19,"0","STK32B"
"NTN4",3.31817047994713e-24,1.32684894635485,0.222,0.078,1.14629517400254e-19,"0","NTN4"
"INHBB",3.34526285067102e-24,2.51493210840205,0.075,0.011,1.15565450439281e-19,"0","INHBB"
"CNTNAP3B",6.06028105727573e-24,1.1452117482,0.241,0.088,2.09358469404647e-19,"0","CNTNAP3B"
"NLGN4Y",6.16402754697243e-24,3.36644771068815,0.056,0.006,2.1294249563771e-19,"0","NLGN4Y"
"PRKG1",7.60417280951226e-24,-2.51614041503503,0.083,0.29,2.62693753877411e-19,"0","PRKG1"
"CLEC2B",8.03520582425073e-24,1.18890073735942,0.261,0.102,2.77584220404566e-19,"0","CLEC2B"
"AHCTF1",9.56659253833631e-24,1.0054279285643,0.321,0.137,3.30487505829366e-19,"0","AHCTF1"
"PALMD",1.26870618757668e-23,0.905287513115462,0.389,0.184,4.38287239560238e-19,"0","PALMD"
"GMDS",1.77969358410713e-23,0.752831376272274,0.541,0.293,6.14812945565649e-19,"0","GMDS"
"EPHA4",1.88892103098074e-23,1.14601404105067,0.248,0.094,6.52546659362608e-19,"0","EPHA4"
"CCDC3",2.1749464673927e-23,1.95796230959429,0.113,0.026,7.51357006625483e-19,"0","CCDC3"
"ABLIM2",2.55302411376847e-23,2.06251132301641,0.109,0.024,8.81967710342456e-19,"0","ABLIM2"
"MT-CO1",2.57746755037129e-23,1.24900434501585,0.241,0.092,8.90411939951265e-19,"0","MT-CO1"
"CRIM1",2.99384511864139e-23,0.673407836240728,0.632,0.361,1.03425373468585e-18,"0","CRIM1"
"NBEA",3.1749506538751e-23,1.39456463494096,0.207,0.073,1.09681845288769e-18,"0","NBEA"
"BMPR2",3.32646893462812e-23,-0.770808745957317,0.53,0.655,1.14916195815663e-18,"0","BMPR2"
"PKD2",3.37446786111877e-23,1.18735297698834,0.246,0.094,1.16574366730209e-18,"0","PKD2"
"LINC01117",4.16766355960918e-23,2.68049755210027,0.058,0.007,1.43976105330259e-18,"0","LINC01117"
"SNAP25-AS1",6.02862642513471e-23,2.58132460398982,0.062,0.008,2.08264928482704e-18,"0","SNAP25-AS1"
"ADAMTS9-AS1",6.42451627465541e-23,1.59216837571584,0.156,0.046,2.21941339224246e-18,"0","ADAMTS9-AS1"
"OLFM1",7.38424536361479e-23,3.36588418753547,0.049,0.005,2.55096140331437e-18,"0","OLFM1"
"RNF180",9.28966178064802e-23,2.25300683187213,0.1,0.022,3.20920655874267e-18,"0","RNF180"
"AHI1",1.15130070959663e-22,1.39044498118616,0.205,0.072,3.97728343137252e-18,"0","AHI1"
"MAGI1",1.70561249303001e-22,0.533066092804981,0.876,0.6,5.89220891842147e-18,"0","MAGI1"
"FAM155A",1.98377353358454e-22,0.949390298777905,0.333,0.148,6.85314404912117e-18,"0","FAM155A"
"KALRN",2.4900374850386e-22,0.60257174448356,0.673,0.384,8.60208349581434e-18,"0","KALRN"
"EIF4G3",2.53532927870392e-22,0.704313775865092,0.562,0.315,8.75854852621057e-18,"0","EIF4G3"
"MEOX2",2.63188188262435e-22,2.80500060677223,0.053,0.006,9.09209915171409e-18,"0","MEOX2"
"SPTBN1",2.85917608119759e-22,-0.729885458244604,0.534,0.663,9.87730969010519e-18,"0","SPTBN1"
"TNPO1",3.55849476522437e-22,1.0230393343998,0.306,0.133,1.22931760159441e-17,"0","TNPO1"
"IL15",3.66569812606232e-22,1.20286456309205,0.235,0.089,1.26635207462949e-17,"0","IL15"
"ARID5B",4.41311842734844e-22,1.14815021171278,0.271,0.113,1.52455589191179e-17,"0","ARID5B"
"MYH10",5.40586271857088e-22,1.70256490522874,0.13,0.035,1.8675093347575e-17,"0","MYH10"
"ADAMTSL1",5.58026708805532e-22,2.06075775184129,0.103,0.023,1.92775906823959e-17,"0","ADAMTSL1"
"HERC2",5.60710281262445e-22,0.86282215462893,0.408,0.204,1.93702973764924e-17,"0","HERC2"
"MEF2C",6.84650617465873e-22,0.65634732430896,0.581,0.326,2.3651940230976e-17,"0","MEF2C"
"PDE1C",8.66456132518003e-22,-3.93625587571882,0.021,0.2,2.9932593553967e-17,"0","PDE1C"
"TPK1",8.78835678014637e-22,1.40733327724964,0.226,0.088,3.03602573326937e-17,"0","TPK1"
"NCKAP5",9.74702533737454e-22,-4.09875977822897,0.024,0.202,3.36720737304941e-17,"0","NCKAP5"
"CALCRL",1.54289463860093e-21,0.54267634081243,0.827,0.555,5.33008381851077e-17,"0","CALCRL"
"TMEM255B",2.0237910060126e-21,1.00070355187345,0.323,0.148,6.99138840937113e-17,"0","TMEM255B"
"COBLL1",2.1875590870434e-21,-2.4860637321171,0.075,0.266,7.55714162210012e-17,"0","COBLL1"
"DIPK2B",2.81962001337388e-21,1.0657019949809,0.244,0.096,9.74065929820141e-17,"0","DIPK2B"
"SPATA6L",2.83872406603239e-21,1.8317626265089,0.124,0.033,9.8066561585155e-17,"0","SPATA6L"
"TMC1",2.87541998821803e-21,3.09374746114846,0.043,0.004,9.93342589129801e-17,"0","TMC1"
"SFMBT2",3.82556519168653e-21,1.3686939731729,0.212,0.08,1.32157975112003e-16,"0","SFMBT2"
"GPRC5B",5.25297384353549e-21,1.93607382835328,0.094,0.02,1.81469234398777e-16,"0","GPRC5B"
"VWF",8.75083354678516e-21,0.502981480346491,0.878,0.579,3.0230629570724e-16,"0","VWF"
"MARCH3",9.65688986634142e-21,0.978704934714454,0.301,0.134,3.33606917322631e-16,"0","MARCH3"
"UCK2",1.65504788146379e-20,1.53429094290272,0.158,0.051,5.7175284113048e-16,"0","UCK2"
"NDST1",1.70479524390969e-20,1.53972520918709,0.152,0.047,5.88938564961042e-16,"0","NDST1"
"STK38L",1.93921729505326e-20,1.11177560215299,0.231,0.091,6.69922006749101e-16,"0","STK38L"
"VIPR1-AS1",2.24019206272872e-20,-10.2148929229117,0,0.158,7.73896749990263e-16,"0","VIPR1-AS1"
"LAMB1",2.47852919889422e-20,1.23365334123015,0.212,0.081,8.56232697049998e-16,"0","LAMB1"
"CASC19",2.84332194518497e-20,1.70985924129491,0.115,0.03,9.82253999183599e-16,"0","CASC19"
"ARHGAP6",4.29307621697981e-20,-3.45807880136711,0.019,0.188,1.48308610991784e-15,"0","ARHGAP6"
"RALGAPA2",4.66211423144598e-20,0.46122402077411,0.912,0.669,1.61057398239533e-15,"0","RALGAPA2"
"ADGRF5",5.64562914398714e-20,-1.3567378436717,0.222,0.41,1.9503390440818e-15,"0","ADGRF5"
"ADGRL2",6.74758317723807e-20,-0.699632795422974,0.585,0.64,2.33102008440866e-15,"0","ADGRL2"
"ATP11C",7.27231143347192e-20,1.03318690580854,0.259,0.109,2.51229270780721e-15,"0","ATP11C"
"TMTC1",7.97869840722084e-20,0.625838361725163,0.679,0.428,2.75632115175851e-15,"0","TMTC1"
"TNFRSF10B",9.70998306502484e-20,1.1595506629083,0.265,0.116,3.35441074964348e-15,"0","TNFRSF10B"
"CLASP1",1.04504478454957e-19,0.777405476389219,0.462,0.253,3.61021171270494e-15,"0","CLASP1"
"AP005019.1",1.21395605114129e-19,4.07663359623337,0.026,0.001,4.19373257427271e-15,"0","AP005019.1"
"MECOM",1.35724649696026e-19,0.541893103682137,0.709,0.406,4.68874374839891e-15,"0","MECOM"
"TAF4B",1.88197910901441e-19,2.93100540240522,0.056,0.008,6.5014850300012e-15,"0","TAF4B"
"DPF3",2.84557751084092e-19,2.37201004278375,0.066,0.011,9.83033206895103e-15,"0","DPF3"
"TMEM100",2.91490505795194e-19,-3.90360024227179,0.013,0.171,1.00698310132008e-14,"0","TMEM100"
