"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CRIM1.14",5.85055449918228e-14,-3.9963748541874,0.027,0.392,2.02113255728751e-09,"21","CRIM1"
"BATF",5.96141506112576e-14,4.81599926774959,0.045,0.003,2.0594304470165e-09,"21","BATF"
"VAV3.14",7.99482286215183e-14,1.80969767513793,0.409,0.174,2.76189150595897e-09,"21","VAV3"
"STARD13-AS.13",8.15083476659074e-14,1.736377815945,0.445,0.205,2.81578737846644e-09,"21","STARD13-AS"
"PLCB1.13",8.91117534147605e-14,-3.21799066472778,0.036,0.408,3.07845463346632e-09,"21","PLCB1"
"LNX1.7",1.35160698957102e-13,2.76805610520527,0.173,0.037,4.66926150617204e-09,"21","LNX1"
"MAGI1.14",1.42451414321377e-13,-1.47404083087864,0.209,0.633,4.92112655914628e-09,"21","MAGI1"
"ACSM6.2",1.52886361136384e-13,3.10188626485074,0.127,0.021,5.2816122318175e-09,"21","ACSM6"
"H3F3B.13",1.54007723009565e-13,2.37260346620858,0.273,0.085,5.32035079908842e-09,"21","H3F3B"
"CALCRL.17",1.60490624158728e-13,-1.62312666910094,0.173,0.587,5.54430910218742e-09,"21","CALCRL"
"MPP3.7",1.70148422228338e-13,2.26157558466159,0.273,0.084,5.87794739430017e-09,"21","MPP3"
"KLF7.11",2.16681002158739e-13,1.34337924478039,0.564,0.329,7.48546190057581e-09,"21","KLF7"
"LIFR.16",2.84519598566372e-13,-3.42949504379207,0.036,0.393,9.82901405207387e-09,"21","LIFR"
"SH3RF3.11",3.02047273503647e-13,1.21462982522247,0.609,0.386,1.0434525110457e-08,"21","SH3RF3"
"SASH1.15",3.9168364299837e-13,0.770830079264289,0.773,0.641,1.35311031310217e-08,"21","SASH1"
"STARD13.12",4.13816987614943e-13,1.14060428893348,0.627,0.419,1.42957216541458e-08,"21","STARD13"
"SPRY4.5",1.51289863191088e-12,2.97835763971109,0.155,0.033,5.22645961379934e-08,"21","SPRY4"
"PLAT.8",1.54427501991104e-12,2.47969488375194,0.236,0.07,5.33485248378467e-08,"21","PLAT"
"PDLIM1.9",1.85749119368201e-12,1.24152506589498,0.573,0.345,6.41688907769386e-08,"21","PDLIM1"
"AC058791.1.4",3.05759986461549e-12,2.82914832550157,0.173,0.041,1.05627844923007e-07,"21","AC058791.1"
"IRF1.7",3.71918278876547e-12,2.17289346203562,0.273,0.091,1.28482888620692e-07,"21","IRF1"
"OPHN1.10",4.47990190876721e-12,1.53646203778787,0.482,0.26,1.54762691340272e-07,"21","OPHN1"
"GNA14.19",5.53824327239346e-12,-2.73570877823997,0.045,0.388,1.91324152088105e-07,"21","GNA14"
"ETS1.15",5.88896747236087e-12,1.2137241290804,0.591,0.374,2.03440270300179e-07,"21","ETS1"
"AC011511.5.2",7.20868408839217e-12,3.84958342773024,0.064,0.006,2.49031200517596e-07,"21","AC011511.5"
"AL451042.1",1.16050501663944e-11,6.56956553667268,0.018,0,4.00908063048261e-07,"21","AL451042.1"
"DISP2",1.16050501663944e-11,6.67062382169556,0.018,0,4.00908063048261e-07,"21","DISP2"
"AC090181.2",1.16050501663944e-11,6.40210203454855,0.018,0,4.00908063048261e-07,"21","AC090181.2"
"AC018552.2",1.16050501663944e-11,6.40120220685544,0.018,0,4.00908063048261e-07,"21","AC018552.2"
"C17orf53",1.1711067512108e-11,6.2919211572091,0.018,0,4.04570538273283e-07,"21","C17orf53"
"LINC02580",1.18180333928497e-11,5.18958795689987,0.018,0,4.08265781589386e-07,"21","LINC02580"
"HRK",1.18180333928497e-11,5.77444282256647,0.018,0,4.08265781589386e-07,"21","HRK"
"DST.15",1.31410716140262e-11,1.17329373659433,0.582,0.369,4.53971459978149e-07,"21","DST"
"MED13L.4",1.422594734684e-11,0.857514487873844,0.691,0.563,4.91449577043936e-07,"21","MED13L"
"AC012370.2",3.01846901983164e-11,4.86624472728144,0.027,0.001,1.04276030759104e-06,"21","AC012370.2"
"AC090197.1.3",3.08865024675754e-11,3.05380037511737,0.118,0.022,1.06700511424486e-06,"21","AC090197.1"
"AL513327.1.6",3.2153321909078e-11,2.1299442334921,0.264,0.091,1.11076865867101e-06,"21","AL513327.1"
"COL4A2.14",4.41523448832819e-11,1.14423205175312,0.591,0.404,1.52528690633786e-06,"21","COL4A2"
"PDE4D.17",5.58063442964333e-11,-5.57520331737303,0.009,0.302,1.92788597006459e-06,"21","PDE4D"
"TEK.10",7.13119414131746e-11,-4.61561798282274,0.009,0.303,2.46354232805953e-06,"21","TEK"
"NXN.13",8.4181122078524e-11,-3.15243363138177,0.036,0.341,2.90812104332469e-06,"21","NXN"
"AC096751.2.7",1.01584166454003e-10,2.81507757240215,0.118,0.023,3.50932661431998e-06,"21","AC096751.2"
"LCP2.7",1.03936326871154e-10,2.16201036517971,0.255,0.089,3.5905843480909e-06,"21","LCP2"
"AL138799.4.7",1.17540124264595e-10,2.56049673143476,0.155,0.037,4.06054113284471e-06,"21","AL138799.4"
"PPFIBP1.11",1.35686290508458e-10,1.08205554051019,0.591,0.418,4.6874185919052e-06,"21","PPFIBP1"
"PDE1C.12",1.59394333907066e-10,1.49651485254723,0.391,0.18,5.5064366591535e-06,"21","PDE1C"
"AC016831.1.1",1.63735470472146e-10,3.38675405183282,0.073,0.009,5.65640556293075e-06,"21","AC016831.1"
"HSP90AA1.13",1.69155185681097e-10,-3.66319194633074,0.027,0.318,5.84363504453919e-06,"21","HSP90AA1"
"CDK14.11",2.49495101989561e-10,1.44271799990783,0.436,0.231,8.61905779333138e-06,"21","CDK14"
"SPSB1.6",2.54420320609261e-10,2.27649534610578,0.227,0.075,8.78920439576753e-06,"21","SPSB1"
"RNF24.10",2.56444940725706e-10,2.0139079639231,0.264,0.095,8.85914692231024e-06,"21","RNF24"
"LOXL2.4",2.84159264430351e-10,2.24842924895574,0.218,0.069,9.81656594901092e-06,"21","LOXL2"
"CDKN2B-AS1.3",3.15161234236405e-10,2.88625162682944,0.127,0.027,1.08875599979308e-05,"21","CDKN2B-AS1"
"MAST4.10",3.2512398570844e-10,-1.67301567846589,0.118,0.453,1.12317332102838e-05,"21","MAST4"
"AC009803.1.1",3.8513696792349e-10,4.69887313310451,0.027,0.001,1.33049416938849e-05,"21","AC009803.1"
"AC079804.3.1",3.8719432930693e-10,4.70342382207747,0.027,0.001,1.33760153002372e-05,"21","AC079804.3"
"LGALS4",3.89262418147591e-10,4.52623862326099,0.027,0.001,1.34474594973267e-05,"21","LGALS4"
"AKR1C2.1",3.95531595757274e-10,4.47241163090124,0.027,0.001,1.36640345070308e-05,"21","AKR1C2"
"CA8.3",3.99588773815335e-10,2.82091630630588,0.109,0.021,1.38041937802246e-05,"21","CA8"
"DIAPH2.13",4.0925569557259e-10,-4.59699999387167,0.009,0.285,1.41381472592507e-05,"21","DIAPH2"
"TGFBR2.13",4.31766497271461e-10,-2.7449446659202,0.036,0.331,1.49158054147399e-05,"21","TGFBR2"
"BTBD9.9",5.29545321765519e-10,1.27090583911241,0.509,0.319,1.82936726857116e-05,"21","BTBD9"
"ITGA10.7",5.42432085271246e-10,2.29052529033443,0.209,0.066,1.87388588177805e-05,"21","ITGA10"
"WSB1.8",6.09360939652163e-10,-1.9439157091443,0.082,0.396,2.10509830212236e-05,"21","WSB1"
"FBXL7.13",8.52606265087832e-10,-1.29966635126758,0.164,0.524,2.94541360337243e-05,"21","FBXL7"
"LNX1-AS1.3",1.00656861890584e-09,3.27636886439406,0.064,0.008,3.4772919508721e-05,"21","LNX1-AS1"
"KLHL5.11",1.12296202818907e-09,1.54160284721438,0.418,0.231,3.87938462258196e-05,"21","KLHL5"
"CLIC4.10",1.31272151541193e-09,1.21515895644794,0.518,0.348,4.53492774714207e-05,"21","CLIC4"
"UBE2H.8",1.41372824564363e-09,1.35062881058328,0.491,0.309,4.8838655974005e-05,"21","UBE2H"
"PDE10A.15",1.61111428973e-09,-8.79053059565585,0,0.255,5.56575542530126e-05,"21","PDE10A"
"TBC1D2B.3",1.89811522465713e-09,2.20382565017333,0.236,0.085,6.55722885510053e-05,"21","TBC1D2B"
"CLEC6A",1.90310448484294e-09,5.95185345848459,0.018,0.001,6.57446475333843e-05,"21","CLEC6A"
"LINC01982",1.90310448484294e-09,5.77214242155401,0.018,0.001,6.57446475333843e-05,"21","LINC01982"
"AC099788.1.1",1.91693155581773e-09,5.77206433852822,0.018,0.001,6.62223175272792e-05,"21","AC099788.1"
"TMPRSS15",1.91693155581773e-09,5.70125431926567,0.018,0.001,6.62223175272792e-05,"21","TMPRSS15"
"TAS1R1",1.93085648807962e-09,5.06556486053406,0.018,0.001,6.67033682371986e-05,"21","TAS1R1"
"DYNLRB2",1.93085648807962e-09,5.39541056077165,0.018,0.001,6.67033682371986e-05,"21","DYNLRB2"
"AL138927.1",1.97322520776885e-09,4.20640713250006,0.018,0.001,6.81670380275827e-05,"21","AL138927.1"
"AC117944.1.9",2.44362678883121e-09,2.64890079015856,0.145,0.037,8.4417531046963e-05,"21","AC117944.1"
"CD99.6",2.58377270525087e-09,1.50245010448356,0.418,0.233,8.92590118755966e-05,"21","CD99"
"EFHD2.3",2.88907593333098e-09,3.55225773518165,0.073,0.011,9.98060171928519e-05,"21","EFHD2"
"TUBB2A",3.04492600668723e-09,5.2442026826586,0.027,0.002,0.000105190013827017,"21","TUBB2A"
"SERPINB1.6",3.09355165103772e-09,2.29830005579717,0.191,0.059,0.000106869835336749,"21","SERPINB1"
"AC093110.1.4",3.68101505610198e-09,2.38900405546343,0.164,0.046,0.000127164346128099,"21","AC093110.1"
"SRPK2.9",3.7057070832576e-09,-2.32077727517829,0.055,0.333,0.000128017356898217,"21","SRPK2"
"MEIS2.15",4.23487986647459e-09,-1.71310088181587,0.109,0.411,0.000146298159867231,"21","MEIS2"
"UTRN.11",4.63755059750462e-09,-1.03289954951823,0.227,0.592,0.000160208822941394,"21","UTRN"
"ADAMTS9.13",5.20086756231495e-09,-2.35049687613739,0.073,0.345,0.000179669170807732,"21","ADAMTS9"
"EPB41L2.11",5.4754930564468e-09,1.2123621820429,0.482,0.301,0.000189156383128011,"21","EPB41L2"
"CD83.7",5.58497338421006e-09,2.77793176281206,0.1,0.02,0.000192938490530921,"21","CD83"
"RFFL.4",6.43183268513122e-09,2.72511798360861,0.155,0.043,0.000222194091940543,"21","RFFL"
"TMEM51.10",6.58484595756974e-09,2.26322902490997,0.2,0.067,0.000227480088450204,"21","TMEM51"
"LMBR1.8",6.93003059071129e-09,1.45226111187642,0.409,0.225,0.000239404836786712,"21","LMBR1"
"THSD7A.18",7.17090688292995e-09,-8.74229896802008,0,0.239,0.000247726149177698,"21","THSD7A"
"HIP1.6",7.65721378091513e-09,1.15709150194526,0.518,0.365,0.000264526107275494,"21","HIP1"
"ARIH1.2",7.68250203664689e-09,1.46145759676282,0.436,0.26,0.000265399715358003,"21","ARIH1"
"STK24.6",9.01752677956769e-09,1.48373940964551,0.409,0.23,0.000311519480126945,"21","STK24"
"SMAD6.14",1.07743715646431e-08,-1.86978951759699,0.082,0.364,0.000372211440072161,"21","SMAD6"
"CAMK2D.12",1.15909365962225e-08,-2.21431162378517,0.064,0.333,0.000400420495653103,"21","CAMK2D"
"ROBO3.1",1.42039562439342e-08,2.84847685749647,0.109,0.024,0.000490689872402952,"21","ROBO3"
"XIST.14",1.66585974993426e-08,-4.23323478306084,0.018,0.255,0.000575487909212291,"21","XIST"
"WASHC2A.7",1.78700218390337e-08,2.20546106393664,0.182,0.058,0.000617337774451258,"21","WASHC2A"
"ZBBX.1",1.81961077750199e-08,4.09969917808053,0.027,0.002,0.000628602739195839,"21","ZBBX"
"PREX1.15",1.94710171878005e-08,1.13440021343876,0.5,0.324,0.000672645759769755,"21","PREX1"
"BCAS3.10",2.16379589394425e-08,1.08048821130216,0.536,0.385,0.00074750492952198,"21","BCAS3"
"SLC9A9.11",2.32705046746562e-08,1.64822229727632,0.318,0.151,0.000803902854490673,"21","SLC9A9"
"ADGRF5.13",2.34689128601669e-08,0.989097133552845,0.555,0.391,0.000810757063667325,"21","ADGRF5"
"GRID1",2.48231067689396e-08,3.6443141263051,0.045,0.005,0.000857539046439788,"21","GRID1"
"HLA-DQA1.4",3.64578248358134e-08,3.37726100279555,0.082,0.015,0.00125947201677801,"21","HLA-DQA1"
"PRKCE.18",3.706550600986e-08,0.683738091015658,0.7,0.57,0.00128046497061662,"21","PRKCE"
"CNKSR3.14",4.31865718579718e-08,-3.52248780244089,0.018,0.249,0.00149192331140549,"21","CNKSR3"
"NFKBIA.6",4.57090883804349e-08,1.6800629362236,0.327,0.164,0.0015790661671905,"21","NFKBIA"
"TEAD1.11",4.60894415917271e-08,-2.31055742866303,0.055,0.306,0.00159220584922781,"21","TEAD1"
"AKAP13.7",5.39442576024556e-08,0.746947323470378,0.636,0.55,0.00186355832313443,"21","AKAP13"
"CA14",5.78932860363604e-08,6.09495160823763,0.018,0.001,0.0019999814594121,"21","CA14"
"TMEM252-DT",5.78932860363604e-08,4.81879109708066,0.018,0.001,0.0019999814594121,"21","TMEM252-DT"
"AL352984.1",5.82418536391701e-08,5.63129372382372,0.018,0.001,0.00201202307581877,"21","AL352984.1"
"DNAH12",5.85924544734982e-08,5.16454581093452,0.018,0.001,0.00202413493224147,"21","DNAH12"
"HHIP-AS1",5.89450999939334e-08,4.93368801543187,0.018,0.001,0.00203631742439042,"21","HHIP-AS1"
"MYO6.13",5.92530543418861e-08,1.14972284532824,0.491,0.326,0.0020469560152948,"21","MYO6"
"LINC00536",6.07394031624975e-08,3.73795145462173,0.018,0.001,0.00209830342165164,"21","LINC00536"
"CRPPA.7",6.10115645450423e-08,1.95674727975904,0.227,0.088,0.00210770550877303,"21","CRPPA"
"HSPG2.17",6.7974591952245e-08,-3.82546411904057,0.009,0.231,0.00234825025358226,"21","HSPG2"
"EFNB2.13",6.98030269792198e-08,-3.33372245978813,0.018,0.245,0.00241141537002413,"21","EFNB2"
"GNA14-AS1.16",7.12008433748474e-08,-5.16450686483485,0.009,0.226,0.00245970433522748,"21","GNA14-AS1"
"DMAP1.1",7.18277416109848e-08,3.07017877104,0.055,0.007,0.00248136116169308,"21","DMAP1"
"FNDC3B.10",7.1873268976989e-08,-0.98209237478931,0.2,0.524,0.00248293395007906,"21","FNDC3B"
"THSD4.13",7.53618473465414e-08,1.12303150664237,0.473,0.313,0.00260345037843362,"21","THSD4"
"ITGA6.14",7.93202303500549e-08,-8.44897696125885,0,0.212,0.00274019667767299,"21","ITGA6"
"SLC22A23.10",9.07723641100483e-08,2.09069018583895,0.218,0.085,0.00313582209054573,"21","SLC22A23"
"KDM6B.5",1.06966768956848e-07,2.53107688341091,0.127,0.034,0.00369527400038326,"21","KDM6B"
"CAPN2.8",1.15378589201477e-07,2.12873984668147,0.218,0.086,0.00398586874255421,"21","CAPN2"
"DNAJC1.9",1.25777096545889e-07,1.24153620807019,0.445,0.293,0.00434509557727427,"21","DNAJC1"
"GLS.11",1.42305836327595e-07,-3.07796528864967,0.018,0.238,0.00491609742177309,"21","GLS"
"AC011481.2",1.67000016244095e-07,4.23536093108499,0.036,0.004,0.00576918256116852,"21","AC011481.2"
"INSR.16",1.83635598604156e-07,-8.4484273254676,0,0.202,0.00634387538937916,"21","INSR"
"LYST.12",1.98471000569075e-07,-3.09495054792269,0.018,0.234,0.00685637918565928,"21","LYST"
"TINAGL1.5",2.11365605147973e-07,2.59081483972841,0.155,0.05,0.00730183619544187,"21","TINAGL1"
"TMTC1.17",2.15059339503495e-07,-1.22031028835217,0.173,0.456,0.00742943994248774,"21","TMTC1"
"EXT1.11",2.18553546185715e-07,-1.25069677482217,0.136,0.416,0.0075501508065317,"21","EXT1"
"RAB11A.6",2.21421104549187e-07,1.29213287225172,0.436,0.286,0.00764921347775622,"21","RAB11A"
"PLAU.1",2.48567964577193e-07,3.59539971662855,0.045,0.006,0.00858702890428371,"21","PLAU"
"PLCG2.12",2.49464843177814e-07,-1.86291548045363,0.055,0.293,0.00861801247242075,"21","PLCG2"
"PIK3R3.15",2.55040190744268e-07,-1.44706286432351,0.145,0.403,0.0088106184294515,"21","PIK3R3"
"FNDC5.1",2.67443798629574e-07,4.40137675996907,0.027,0.002,0.00923911346745725,"21","FNDC5"
"LINC-PINT.5",3.4366637419254e-07,2.23967345341854,0.191,0.072,0.0118722985628555,"21","LINC-PINT"
"NDRG1.13",3.5240157360319e-07,-4.24229179225334,0.009,0.21,0.0121740647616958,"21","NDRG1"
"AC011444.2.6",3.82477320251412e-07,2.20537406148755,0.155,0.05,0.0132130615054053,"21","AC011444.2"
"RUNX1T1.10",3.85779787697509e-07,-3.26233585314322,0.018,0.224,0.0133271485457982,"21","RUNX1T1"
"KIAA1217.20",4.10736740225903e-07,0.783759711110253,0.618,0.5,0.014189311427844,"21","KIAA1217"
"DLEU7.3",4.32757488173718e-07,3.35123356776226,0.045,0.006,0.0149500401864492,"21","DLEU7"
"CACNB3.2",4.47787427385732e-07,3.16441577072673,0.064,0.011,0.0154692644664675,"21","CACNB3"
"JDP2.10",5.28567928124945e-07,2.12761818902684,0.164,0.056,0.0182599076450044,"21","JDP2"
"PALMD.13",5.90599953986655e-07,-3.45620651634272,0.009,0.205,0.020402866010423,"21","PALMD"
"BCL2L1.10",6.08504236388305e-07,1.63546012255511,0.291,0.146,0.0210213873502704,"21","BCL2L1"
"CCNB3.3",6.27988778074932e-07,3.79761134127942,0.045,0.006,0.0216945003273766,"21","CCNB3"
"SEMA7A.3",6.45218857149113e-07,3.22028039007424,0.064,0.011,0.0222897306390733,"21","SEMA7A"
"AL732314.6",6.74345988083568e-07,4.80746533133389,0.018,0.001,0.0232959565043349,"21","AL732314.6"
"ADIPOR2.13",6.76471074693987e-07,-1.44033619953054,0.082,0.326,0.0233693697463785,"21","ADIPOR2"
"AC113355.1",6.77806606350132e-07,5.05777984121629,0.018,0.001,0.0234155070229717,"21","AC113355.1"
"HCFC1R1.1",6.77806606350132e-07,4.82860537661982,0.018,0.001,0.0234155070229717,"21","HCFC1R1"
"AL109955.2.1",6.84779253721258e-07,4.29152213703358,0.018,0.001,0.0236563840990546,"21","AL109955.2"
"NOS2.3",6.85186221455834e-07,3.33888329894697,0.045,0.006,0.0236704432064132,"21","NOS2"
"ZC3H7B.3",6.90880871898918e-07,2.33874764274153,0.155,0.052,0.02386717060062,"21","ZC3H7B"
"HOMER3.2",6.91589630016607e-07,4.28465787479556,0.036,0.004,0.0238916553585537,"21","HOMER3"
"CFAP43",6.98932476880141e-07,3.65666219214733,0.018,0.001,0.0241453213463013,"21","CFAP43"
"A2M.14",7.02131990109791e-07,-8.17017399488401,0,0.186,0.0242558517303328,"21","A2M"
"CD70.1",7.18322355184946e-07,3.66039016473676,0.036,0.004,0.0248151640822192,"21","CD70"
"GBE1.11",7.52215585264701e-07,1.42247904052242,0.345,0.193,0.0259860396085543,"21","GBE1"
"FNDC3A.8",7.77386123291858e-07,1.16628241226066,0.445,0.303,0.0268555810152405,"21","FNDC3A"
"ZNF608.12",7.88689050961098e-07,-4.6456406549158,0.009,0.199,0.0272460519545021,"21","ZNF608"
"LINC00456.3",8.0816007304204e-07,4.46790590262253,0.027,0.002,0.0279186978833103,"21","LINC00456"
"PRPH2",8.1097438643252e-07,4.46862918361054,0.027,0.002,0.0280159211536978,"21","PRPH2"
"FYN.13",8.12268024529486e-07,-0.954949077663443,0.2,0.494,0.0280606111753956,"21","FYN"
"AC067945.4.1",8.22326325102303e-07,4.23791475045413,0.027,0.002,0.0284080852269842,"21","AC067945.4"
"LRRC49.3",8.50921961543694e-07,2.12339231850116,0.164,0.057,0.0293959500834885,"21","LRRC49"
"FAM189A1.11",8.83031012346652e-07,1.59038909575972,0.245,0.108,0.0305051893525274,"21","FAM189A1"
"CNOT6L.13",9.3378243363275e-07,-3.60922752969225,0.009,0.2,0.032258447952277,"21","CNOT6L"
"RAPGEF4.13",9.5898451950369e-07,-1.08983910729114,0.173,0.445,0.0331290792107745,"21","RAPGEF4"
"SLC12A2.10",9.84068813995093e-07,1.71634289651772,0.245,0.112,0.0339956412482745,"21","SLC12A2"
"TLL1.17",1.03428331086451e-06,-8.29103753731506,0,0.181,0.0357303512571252,"21","TLL1"
"ITPR2.16",1.04344080730765e-06,-1.98288998789565,0.055,0.271,0.0360467061292499,"21","ITPR2"
"MCF2L.14",1.06958506730838e-06,-3.00623627596513,0.018,0.213,0.0369498857352353,"21","MCF2L"
"PICALM.8",1.15625196119431e-06,0.766986992707277,0.582,0.511,0.0399438802514185,"21","PICALM"
"TCF7L2.10",1.21104975744411e-06,-1.66128904955129,0.064,0.288,0.0418369249206643,"21","TCF7L2"
"TXNIP.12",1.24755503704927e-06,-2.79946297075703,0.027,0.226,0.0430980363099042,"21","TXNIP"
"RNF144B.12",1.25348300975467e-06,-2.05431610040818,0.045,0.255,0.0433028240549847,"21","RNF144B"
"RTN4.11",1.26714481906639e-06,1.07348547642408,0.491,0.366,0.0437747849194676,"21","RTN4"
"NR3C1.8",1.26730912033614e-06,-4.65914547768397,0.009,0.193,0.0437804608711324,"21","NR3C1"
"ST8SIA6.18",1.28337292034101e-06,-4.10329726400413,0.009,0.194,0.0443354009061005,"21","ST8SIA6"
"PLA2G4C.13",1.31472179435887e-06,1.94544590095223,0.236,0.108,0.0454183791079214,"21","PLA2G4C"
"AL391097.3.2",1.36465422547606e-06,3.72277984831352,0.036,0.004,0.0471433448732958,"21","AL391097.3"
"PDGFB.12",1.37568761729465e-06,1.67415293864248,0.255,0.119,0.0475245044270609,"21","PDGFB"
"RBPMS.9",1.42485537774048e-06,-2.31297216570041,0.045,0.25,0.0492230538794226,"21","RBPMS"
"DENND4A.6",1.45776120571296e-06,1.1524598776805,0.436,0.294,0.0503598186125601,"21","DENND4A"
"TFPI.15",1.46482222371993e-06,-1.10802574103021,0.155,0.414,0.0506037485406286,"21","TFPI"
"TOP1.5",1.74915978800003e-06,1.23241989646621,0.418,0.285,0.0604264740362491,"21","TOP1"
"IL1R1.11",1.7568933155837e-06,-3.40090355222755,0.009,0.192,0.0606936364801546,"21","IL1R1"
"PLCXD3.17",1.8767692897818e-06,1.5554513311264,0.264,0.127,0.0648348718848019,"21","PLCXD3"
"SPTBN1.14",1.93226255999492e-06,0.531227530035858,0.691,0.651,0.0667519423975844,"21","SPTBN1"
"PCNX1.9",1.9798229852735e-06,-2.03180053559484,0.055,0.262,0.0683949648492583,"21","PCNX1"
"WDFY3.6",2.03599378368893e-06,-1.69537313663697,0.064,0.281,0.0703354412513176,"21","WDFY3"
"SLCO4A1.13",2.09797924747269e-06,1.63687966289087,0.273,0.137,0.0724767910831915,"21","SLCO4A1"
"LRRC19",2.10920170997638e-06,4.36871710960526,0.027,0.002,0.0728644822728439,"21","LRRC19"
"SPI1.2",2.11605768303265e-06,4.82363237775762,0.027,0.002,0.0731013287180458,"21","SPI1"
"ANO6.8",2.20009224428241e-06,-3.41454797155059,0.009,0.189,0.0760043866709802,"21","ANO6"
"CSGALNACT1.15",2.25923714325086e-06,-2.80628975458882,0.027,0.217,0.0780476063507443,"21","CSGALNACT1"
"ARHGAP6.17",2.36567322679098e-06,1.33254029906533,0.318,0.17,0.0817245472927211,"21","ARHGAP6"
"EDNRB.14",2.37187388325911e-06,1.93588066797844,0.173,0.065,0.0819387551710694,"21","EDNRB"
"KCNE1",2.47270085982731e-06,3.42043795565894,0.036,0.004,0.0854219239035943,"21","KCNE1"
"FOXO1.10",2.5393353792094e-06,-1.34975862756321,0.1,0.331,0.0877238800101681,"21","FOXO1"
"HSPA1A.15",2.64065523430357e-06,-4.11116426442762,0.009,0.185,0.0912240757242511,"21","HSPA1A"
"AC011444.1.2",2.67339623953554e-06,3.25537591244762,0.064,0.012,0.0923551464909948,"21","AC011444.1"
"VPS13A.8",2.74845699916503e-06,-8.00894812426423,0,0.169,0.0949481954931551,"21","VPS13A"
"CD2AP.8",2.82906023787473e-06,-3.78924100993123,0.009,0.185,0.0977327149776204,"21","CD2AP"
"PLXDC2.16",2.85222258515522e-06,-1.87730473136701,0.064,0.271,0.0985328814267722,"21","PLXDC2"
"GMDS.16",2.9567048436118e-06,-1.33213830651628,0.091,0.319,0.102142325527413,"21","GMDS"
"BMP2.1",3.00529812560601e-06,2.85566796252886,0.064,0.012,0.103821029047185,"21","BMP2"
"NAV3.16",3.07351299509601e-06,-2.51427743920591,0.027,0.216,0.106177579928587,"21","NAV3"
"IRAK2.9",3.0887026112461e-06,1.82475476021719,0.236,0.111,0.106702320408108,"21","IRAK2"
"HNRNPC.5",3.21383475031192e-06,-2.43137584539955,0.036,0.228,0.111025135284276,"21","HNRNPC"
"EXOC6.13",3.25135023530061e-06,-1.24291154331297,0.145,0.384,0.112321145228695,"21","EXOC6"
"TBXAS1.11",3.31619735165469e-06,2.09510105668762,0.155,0.055,0.114561353710263,"21","TBXAS1"
"SUCLG2.6",3.34378641674561e-06,-7.943861498613,0,0.166,0.115514445552894,"21","SUCLG2"
"ZNF385D.19",3.3944844161411e-06,-8.34206531957894,0,0.166,0.11726585864001,"21","ZNF385D"
"RDX.10",3.50842997288331e-06,-1.36173922996694,0.082,0.303,0.121202221843227,"21","RDX"
"CHSY1.16",3.65048828755804e-06,-1.98760205237077,0.055,0.254,0.12610976838198,"21","CHSY1"
"ASAP2.5",3.80340315574336e-06,-2.08537726787988,0.045,0.241,0.13139236541831,"21","ASAP2"
"PTEN.5",3.84248570775636e-06,-3.84894357541319,0.009,0.181,0.132742511260151,"21","PTEN"
"CHD2.4",3.97103291909429e-06,-1.47722548577584,0.073,0.288,0.137183303223031,"21","CHD2"
"AC012066.2.2",4.06533815209722e-06,3.68146228493891,0.036,0.005,0.14044117180235,"21","AC012066.2"
"ZBTB16.14",4.0695388582895e-06,0.425479345396502,0.745,0.706,0.140586289398469,"21","ZBTB16"
"LRRFIP1.3",4.19642606598681e-06,0.981825170993627,0.482,0.364,0.14496973487558,"21","LRRFIP1"
"CAPG.1",4.24697777630312e-06,4.65017093582447,0.018,0.001,0.146716094260168,"21","CAPG"
"AL512656.1",4.24697777630312e-06,5.19781234067543,0.018,0.001,0.146716094260168,"21","AL512656.1"
"AL356275.1",4.24697777630312e-06,5.13414484342872,0.018,0.001,0.146716094260168,"21","AL356275.1"
"AC100803.4",4.2850034746127e-06,4.69958214862781,0.018,0.001,0.14802973003397,"21","AC100803.4"
"BPI.1",4.2850034746127e-06,4.63742795353981,0.018,0.001,0.14802973003397,"21","BPI"
"DNAJC5B",4.3041384482123e-06,4.57649862588591,0.018,0.001,0.148690766831942,"21","DNAJC5B"
"XPO1.11",4.32825878147811e-06,-3.71682419856987,0.009,0.18,0.149524027864943,"21","XPO1"
"JMJD1C.10",4.64576015399277e-06,0.640077895108221,0.627,0.622,0.160492430279834,"21","JMJD1C"
"KMT2E.8",5.00594406559415e-06,-1.0131273544388,0.155,0.408,0.172935343690016,"21","KMT2E"
"TANC1.5",5.07887610342685e-06,0.893314924133043,0.518,0.438,0.175454853868984,"21","TANC1"
"BMERB1.9",5.11940187726933e-06,1.52764851628059,0.3,0.168,0.176854857252146,"21","BMERB1"
"AC023590.1.10",5.21522020337892e-06,1.41412204495471,0.318,0.184,0.180164997145928,"21","AC023590.1"
"LIMK2.9",5.37840422971e-06,-2.11226772430912,0.036,0.224,0.185802352519562,"21","LIMK2"
"NPC1.9",5.47716868232085e-06,2.05722866510874,0.2,0.088,0.189214269299456,"21","NPC1"
"PLSCR4.13",5.65446387036124e-06,-1.916308972515,0.045,0.239,0.1953391088655,"21","PLSCR4"
"SORBS2.10",5.66332368249759e-06,-2.11833120463802,0.036,0.223,0.195645179935562,"21","SORBS2"
"AC007319.1.17",5.67303466237538e-06,-0.813621800684064,0.245,0.522,0.19598065544642,"21","AC007319.1"
